"...1","Year.x","Month.x","State","Data Status","Thousand Dollars","Megawatthours","Count","Cents/kWh","DATE","oil_emp(thousands)","U.S. Field Production of Crude Oil Thousand Barrels per Day","Labor Force Participation","Employment-Population Rate","Unemployment Rate"
1529,2021,7,"WV","Final",254347.59,2876723.5,1021628,8.84,2021-07-01,111.1,11392,53.9,51.1,5.1
1530,2021,7,"WY","Final",114546.09,1395295.5,348506,8.21,2021-07-01,111.1,11392,63.7,60.8,4.5
1531,2021,6,"AK","Final",90760.82,440162.52,349759,20.62,2021-06-01,111.9,11366,64.5,60.1,6.8
1532,2021,6,"AL","Final",792309.11,7504199.4,2696166,10.56,2021-06-01,111.9,11366,56.5,54.6,3.5
1533,2021,6,"AR","Final",374556.16,4091862.8,1682799,9.15,2021-06-01,111.9,11366,56.5,54.1,4.2
1534,2021,6,"AZ","Final",987228.54,8774780.9,3287714,11.25,2021-06-01,111.9,11366,61.4,58.1,5.3
1535,2021,6,"CA","Final",4518276.2,22391081,15996560,20.18,2021-06-01,111.9,11366,61.4,56.6,7.8
1536,2021,6,"CO","Final",565215.13,4976110.1,2846085,11.36,2021-06-01,111.9,11366,68.3,64.3,5.9
1537,2021,6,"CT","Final",454970.23,2569231.8,1690268,17.71,2021-06-01,111.9,11366,62.3,58,6.8
1538,2021,6,"DC","Final",108380.58,877855.19,325011,12.35,2021-06-01,111.9,11366,69.4,64.4,7.3
1539,2021,6,"DE","Final",105518.69,1034490.5,513016,10.2,2021-06-01,111.9,11366,61.5,58,5.8
1540,2021,6,"FL","Final",2360410.6,22220705,11153362,10.62,2021-06-01,111.9,11366,58.3,55.5,4.9
1541,2021,6,"GA","Final",1341301,12314575,5192272,10.89,2021-06-01,111.9,11366,61.7,59.2,4
1542,2021,6,"HI","Final",223261.32,755199,504232,29.56,2021-06-01,111.9,11366,59.9,56.2,6.3
1543,2021,6,"IA","Final",484582.15,4647256.1,1671903,10.43,2021-06-01,111.9,11366,67.4,64.6,4.2
1544,2021,6,"ID","Final",224321.01,2679488.7,952215,8.37,2021-06-01,111.9,11366,62.8,60.5,3.6
1545,2021,6,"IL","Final",1248794.8,12446820,6001067,10.03,2021-06-01,111.9,11366,63,58.9,6.4
1546,2021,6,"IN","Final",899336.48,8654222.3,3330384,10.39,2021-06-01,111.9,11366,62.9,60.3,4.1
1547,2021,6,"KS","Final",403911.23,3715825.1,1560520,10.87,2021-06-01,111.9,11366,66.7,64.3,3.5
1548,2021,6,"KY","Final",572079.6,6423339.4,2355054,8.91,2021-06-01,111.9,11366,57,54.4,4.6
1549,2021,6,"LA","Final",733520.66,8083108.8,2462295,9.07,2021-06-01,111.9,11366,57.8,54.4,5.9
1550,2021,6,"MA","Final",836031.38,4486888.1,3304029,18.63,2021-06-01,111.9,11366,65.2,61.6,5.7
1551,2021,6,"MD","Final",600835.06,5326422.1,2662358,11.28,2021-06-01,111.9,11366,65,61.3,5.7
1552,2021,6,"ME","Final",127263.65,964079.27,838538,13.2,2021-06-01,111.9,11366,60.7,57.6,5.1
1553,2021,6,"MI","Final",1206916.2,9107468.9,5016293,13.25,2021-06-01,111.9,11366,59.3,55.7,6.2
1554,2021,6,"MN","Final",722444.37,5955148.4,2811847,12.13,2021-06-01,111.9,11366,67.8,65.2,3.8
1555,2021,6,"MO","Final",790396.04,6907259.3,3265963,11.44,2021-06-01,111.9,11366,62.5,59.8,4.3
1556,2021,6,"MS","Final",398548.78,4146300.3,1580427,9.61,2021-06-01,111.9,11366,55.1,52,5.7
1557,2021,6,"MT","Final",115303.29,1220199.1,656958,9.45,2021-06-01,111.9,11366,62.3,60.1,3.5
1558,2021,6,"NC","Final",1077413.1,11657879,5546165,9.24,2021-06-01,111.9,11366,59,56,5.1
1559,2021,6,"ND","Final",163742.02,1813249.3,477315,9.03,2021-06-01,111.9,11366,68.5,66.4,3
1560,2021,6,"NE","Final",264679.9,2898434,1093363,9.13,2021-06-01,111.9,11366,69.3,67.4,2.7
1561,2021,6,"NH","Final",164475.81,965788.94,752702,17.03,2021-06-01,111.9,11366,65.7,63.4,3.6
1562,2021,6,"NJ","Final",1009209.6,6917351.3,4198309,14.59,2021-06-01,111.9,11366,63.3,58.7,7.2
1563,2021,6,"NM","Final",237290.94,2312043.1,1069944,10.26,2021-06-01,111.9,11366,56.5,52.3,7.4
1564,2021,6,"NV","Final",366913.17,4075649.3,1424619,9,2021-06-01,111.9,11366,60.3,56.1,6.9
1565,2021,6,"NY","Final",2017002,12077341,8420939,16.7,2021-06-01,111.9,11366,59.6,55.2,7.5
1566,2021,6,"OH","Final",1274225.9,12798338,5700411,9.96,2021-06-01,111.9,11366,61.5,58.2,5.3
1567,2021,6,"OK","Final",523169.59,5917215.1,2138495,8.84,2021-06-01,111.9,11366,61.2,58.6,4.3
1568,2021,6,"OR","Final",405201.95,4540097.5,2072988,8.93,2021-06-01,111.9,11366,62.2,58.8,5.4
1569,2021,6,"PA","Final",1188763.7,11893629,6223228,10,2021-06-01,111.9,11366,61.5,57.7,6.1
1570,2021,6,"RI","Final",117726.37,688978.13,516601,17.09,2021-06-01,111.9,11366,64,60.2,6
1571,2021,6,"SC","Final",699092.47,7021872,2843378,9.96,2021-06-01,111.9,11366,57.6,55.2,4.1
1572,2021,6,"SD","Final",119044.14,1097744.3,492153,10.84,2021-06-01,111.9,11366,68.9,67,2.8
1573,2021,6,"TN","Final",831893.7,8367943.7,3544648,9.94,2021-06-01,111.9,11366,60.5,57.7,4.7
1574,2021,6,"TX","Final",3335088.4,39106081,13866461,8.53,2021-06-01,111.9,11366,63.6,59.9,5.8
1575,2021,6,"UT","Final",284661.38,3189211.7,1325559,8.93,2021-06-01,111.9,11366,68,66.1,2.8
1576,2021,6,"VA","Final",987695.19,10820101,3998387,9.13,2021-06-01,111.9,11366,63.6,61.1,4
1577,2021,6,"VT","Final",73743.2,448428.44,382097,16.44,2021-06-01,111.9,11366,62.4,60.1,3.7
1578,2021,6,"WA","Final",601184.25,6980100.6,3632545,8.61,2021-06-01,111.9,11366,63.1,59.7,5.4
1579,2021,6,"WI","Final",710177.61,6202284.1,3132046,11.45,2021-06-01,111.9,11366,66.3,63.6,4
1580,2021,6,"WV","Final",229237.54,2616253.4,1021770,8.76,2021-06-01,111.9,11366,53.9,51,5.4
1581,2021,6,"WY","Final",111697.27,1295286.3,348311,8.62,2021-06-01,111.9,11366,63.9,60.9,4.7
1582,2021,5,"AK","Final",92743.19,461049.36,349048,20.12,2021-05-01,113,11390,64.4,60,6.8
1583,2021,5,"AL","Final",669210.73,6590696.4,2687204,10.15,2021-05-01,113,11390,56.6,54.6,3.5
1584,2021,5,"AR","Final",294525.95,3534746.8,1683789,8.33,2021-05-01,113,11390,56.5,54.1,4.4
1585,2021,5,"AZ","Final",764428.12,6841874.2,3283559,11.17,2021-05-01,113,11390,61.4,58,5.5
1586,2021,5,"CA","Final",3461147.8,18604994,15476151,18.6,2021-05-01,113,11390,61.1,56.2,7.9
1587,2021,5,"CO","Final",460057.31,4426350.4,2841906,10.39,2021-05-01,113,11390,68.1,64.1,5.9
1588,2021,5,"CT","Final",354117.1,2012432.2,1690207,17.6,2021-05-01,113,11390,61.6,57.4,6.9
1589,2021,5,"DC","Final",100720.48,804259.98,324557,12.52,2021-05-01,113,11390,69,64.1,7.1
1590,2021,5,"DE","Final",88811.03,842088.83,512075,10.55,2021-05-01,113,11390,61.6,58,5.9
1591,2021,5,"FL","Final",2139551.4,20358424,11220053,10.51,2021-05-01,113,11390,58.1,55.2,4.9
1592,2021,5,"GA","Final",1097956.7,10677288,5183297,10.28,2021-05-01,113,11390,61.7,59.2,4.1
1593,2021,5,"HI","Final",220074.74,753356.32,503911,29.21,2021-05-01,113,11390,60,55.9,6.8
1594,2021,5,"IA","Final",345731.44,4015893.2,1670299,8.61,2021-05-01,113,11390,67.2,64.4,4.3
1595,2021,5,"ID","Final",160306.25,2047615.1,949912,7.83,2021-05-01,113,11390,62.9,60.5,3.7
1596,2021,5,"IL","Final",1023486.4,10123052,5997347,10.11,2021-05-01,113,11390,62.8,58.7,6.5
1597,2021,5,"IN","Final",782807.85,7781618.8,3325922,10.06,2021-05-01,113,11390,62.9,60.3,4.2
1598,2021,5,"KS","Final",318235.73,3018380,1559615,10.54,2021-05-01,113,11390,66.7,64.3,3.6
1599,2021,5,"KY","Final",493206.21,5621862.3,2352506,8.77,2021-05-01,113,11390,57,54.4,4.5
1600,2021,5,"LA","Final",636502.54,7069891.4,2447642,9,2021-05-01,113,11390,57.8,54.3,6.1
1601,2021,5,"MA","Final",666220.89,3667648.5,3283000,18.16,2021-05-01,113,11390,65.1,61.4,5.7
1602,2021,5,"MD","Final",474154.56,4282458.6,2659843,11.07,2021-05-01,113,11390,64.9,61.2,5.7
1603,2021,5,"ME","Final",112389.26,857372.74,804705,13.11,2021-05-01,113,11390,60.6,57.6,5
1604,2021,5,"MI","Final",997598.17,7758755.7,5010509,12.86,2021-05-01,113,11390,59.2,55.6,6.2
1605,2021,5,"MN","Final",554912.72,5115385.7,2806967,10.85,2021-05-01,113,11390,67.8,65.1,3.9
1606,2021,5,"MO","Final",506803.81,5475874.9,3264517,9.26,2021-05-01,113,11390,62.6,59.8,4.5
1607,2021,5,"MS","Final",339210.25,3613488.4,1576840,9.39,2021-05-01,113,11390,55.2,51.9,5.9
1608,2021,5,"MT","Final",101483.99,1103197.8,654301,9.2,2021-05-01,113,11390,62.3,60.1,3.6
1609,2021,5,"NC","Final",910529.77,10041185,5438169,9.07,2021-05-01,113,11390,58.7,55.7,5.2
1610,2021,5,"ND","Final",150890.55,1737456.1,477085,8.68,2021-05-01,113,11390,68.5,66.3,3.2
1611,2021,5,"NE","Final",202827.01,2373077.8,1090511,8.55,2021-05-01,113,11390,69.3,67.4,2.7
1612,2021,5,"NH","Final",136136.23,801779.43,751461,16.98,2021-05-01,113,11390,65.8,63.4,3.7
1613,2021,5,"NJ","Final",756588.69,5468592.3,4194119,13.84,2021-05-01,113,11390,63,58.6,7
1614,2021,5,"NM","Final",187092.9,2014574,1069133,9.29,2021-05-01,113,11390,56.4,52.1,7.5
1615,2021,5,"NV","Final",248369.26,3193207.2,1419292,7.78,2021-05-01,113,11390,60.4,56,7.2
1616,2021,5,"NY","Final",1568114.2,10004436,8415721,15.67,2021-05-01,113,11390,59.4,54.9,7.5
1617,2021,5,"OH","Final",1075021.3,11414210,5696675,9.42,2021-05-01,113,11390,61.4,58.1,5.5
1618,2021,5,"OK","Final",376890.05,4866733.5,2134361,7.74,2021-05-01,113,11390,61.3,58.5,4.5
1619,2021,5,"OR","Final",364789.88,4151967.7,2069473,8.79,2021-05-01,113,11390,62.2,58.7,5.6
1620,2021,5,"PA","Final",1000178.1,10603076,6211727,9.43,2021-05-01,113,11390,61.6,57.7,6.3
1621,2021,5,"RI","Final",92421.92,540087.31,515469,17.11,2021-05-01,113,11390,63.9,60.1,6
1622,2021,5,"SC","Final",590047.36,6258068.1,2811851,9.43,2021-05-01,113,11390,57.6,55.2,4.1
1623,2021,5,"SD","Final",101192.28,946469.66,490648,10.69,2021-05-01,113,11390,68.9,67,2.8
1624,2021,5,"TN","Final",674889.36,7105535.2,3529896,9.5,2021-05-01,113,11390,60.4,57.5,4.8
1625,2021,5,"TX","Final",2780294.6,33287942,13709947,8.35,2021-05-01,113,11390,63.5,59.7,6
1626,2021,5,"UT","Final",202097.37,2542775.1,1323047,7.95,2021-05-01,113,11390,68,66,2.9
1627,2021,5,"VA","Final",806385.13,9303586.1,3992563,8.67,2021-05-01,113,11390,63.6,60.9,4.2
1628,2021,5,"VT","Final",66013.14,407997.97,379458,16.18,2021-05-01,113,11390,62.4,60,3.9
1629,2021,5,"WA","Final",552453.44,6477799.2,3629174,8.53,2021-05-01,113,11390,63,59.5,5.5
1630,2021,5,"WI","Final",574647.15,5312735.2,3124506,10.82,2021-05-01,113,11390,66.3,63.6,4.1
1631,2021,5,"WV","Final",220616.53,2508854.1,1021416,8.79,2021-05-01,113,11390,53.9,50.9,5.5
1632,2021,5,"WY","Final",103616.37,1238402.7,347758,8.37,2021-05-01,113,11390,64,60.9,4.9
1633,2021,4,"AK","Final",95979.94,484941.42,348510,19.79,2021-04-01,114.3,11318,64.3,59.8,7
1634,2021,4,"AL","Final",625439.82,6161024,2684370,10.15,2021-04-01,114.3,11318,56.6,54.6,3.7
1635,2021,4,"AR","Final",279736.48,3417299.5,1668570,8.19,2021-04-01,114.3,11318,56.6,54,4.5
1636,2021,4,"AZ","Final",592049.98,5782418.2,3283864,10.24,2021-04-01,114.3,11318,61.5,57.9,5.8
1637,2021,4,"CA","Final",2915911.1,15304451,15726064,19.05,2021-04-01,114.3,11318,60.9,55.9,8.3
1638,2021,4,"CO","Final",434361.5,4236407.6,2838958,10.25,2021-04-01,114.3,11318,68.1,63.9,6.2
1639,2021,4,"CT","Final",361175.09,1922726.9,1689433,18.78,2021-04-01,114.3,11318,61.7,57.4,7.1
1640,2021,4,"DC","Final",83844.6,687942.15,324240,12.19,2021-04-01,114.3,11318,68.6,63.8,7.1
1641,2021,4,"DE","Final",83221.84,802787.75,511308,10.37,2021-04-01,114.3,11318,61.6,58,5.9
1642,2021,4,"FL","Final",1863543.6,18002298,11198382,10.35,2021-04-01,114.3,11318,57.9,54.9,5.2
1643,2021,4,"GA","Final",946114.85,9741461.9,5172561,9.71,2021-04-01,114.3,11318,61.7,59.1,4.3
1644,2021,4,"HI","Final",201192.96,691566.35,503602,29.09,2021-04-01,114.3,11318,60.2,55.6,7.7
1645,2021,4,"IA","Final",312627.42,3919643,1669675,7.98,2021-04-01,114.3,11318,67.1,64.2,4.3
1646,2021,4,"ID","Final",144588.36,1856211.4,948225,7.79,2021-04-01,114.3,11318,63,60.5,3.9
1647,2021,4,"IL","Final",934195.29,9391618,5997504,9.95,2021-04-01,114.3,11318,62.7,58.5,6.7
1648,2021,4,"IN","Final",724445.01,7327325.2,3324077,9.89,2021-04-01,114.3,11318,63,60.2,4.4
1649,2021,4,"KS","Final",284595.55,2720342.2,1554849,10.46,2021-04-01,114.3,11318,66.7,64.2,3.6
1650,2021,4,"KY","Final",476455.87,5381810.9,2351428,8.85,2021-04-01,114.3,11318,56.9,54.3,4.6
1651,2021,4,"LA","Final",567200.9,6822435.9,2433629,8.31,2021-04-01,114.3,11318,57.8,54.1,6.4
1652,2021,4,"MA","Final",684101.67,3721451.4,3273570,18.38,2021-04-01,114.3,11318,65.1,61.2,6.1
1653,2021,4,"MD","Final",437683.44,3943615.4,2660332,11.1,2021-04-01,114.3,11318,64.9,61.1,5.9
1654,2021,4,"ME","Final",128489.38,966962.04,833172,13.29,2021-04-01,114.3,11318,60.7,57.6,5.1
1655,2021,4,"MI","Final",911611.51,7245525,5009429,12.58,2021-04-01,114.3,11318,59.2,55.5,6.2
1656,2021,4,"MN","Final",527638.43,4907836.6,2804414,10.75,2021-04-01,114.3,11318,67.8,65.1,4
1657,2021,4,"MO","Final",485069.61,5329076.5,3257751,9.1,2021-04-01,114.3,11318,62.6,59.7,4.7
1658,2021,4,"MS","Final",317983.45,3412493.7,1574321,9.32,2021-04-01,114.3,11318,55.1,51.8,6.1
1659,2021,4,"MT","Final",107902.78,1190597.2,652331,9.06,2021-04-01,114.3,11318,62.3,60,3.7
1660,2021,4,"NC","Final",874630.9,9730680.4,5513795,8.99,2021-04-01,114.3,11318,58.8,55.7,5.3
1661,2021,4,"ND","Final",152673.98,1804710.2,476419,8.46,2021-04-01,114.3,11318,68.5,66.1,3.4
1662,2021,4,"NE","Final",208558.73,2263176.6,1091142,9.22,2021-04-01,114.3,11318,69.3,67.3,2.8
1663,2021,4,"NH","Final",136822.59,788939.04,749350,17.34,2021-04-01,114.3,11318,65.9,63.4,3.9
1664,2021,4,"NJ","Final",671097.87,4950401.9,4189772,13.56,2021-04-01,114.3,11318,63,58.5,7.2
1665,2021,4,"NM","Final",171634.4,1866862.1,1068601,9.19,2021-04-01,114.3,11318,56.3,51.9,7.9
1666,2021,4,"NV","Final",216651.38,2703569.2,1420085,8.01,2021-04-01,114.3,11318,60.5,55.9,7.6
1667,2021,4,"NY","Final",1487211.2,10225393,8403985,14.54,2021-04-01,114.3,11318,59.3,54.7,7.9
1668,2021,4,"OH","Final",1017939.7,10773258,5697435,9.45,2021-04-01,114.3,11318,61.4,57.9,5.7
1669,2021,4,"OK","Final",350355.83,4494015.9,2131220,7.8,2021-04-01,114.3,11318,61.3,58.4,4.7
1670,2021,4,"OR","Final",365523.4,4125725.6,2069387,8.86,2021-04-01,114.3,11318,62.3,58.6,5.9
1671,2021,4,"PA","Final",976160.09,10368166,6216806,9.42,2021-04-01,114.3,11318,61.6,57.6,6.6
1672,2021,4,"RI","Final",96330.53,520437.11,508874,18.51,2021-04-01,114.3,11318,63.9,60,6.2
1673,2021,4,"SC","Final",541451.87,5750950.9,2824459,9.42,2021-04-01,114.3,11318,57.6,55.2,4.2
1674,2021,4,"SD","Final",98619.42,986044.33,490009,10,2021-04-01,114.3,11318,68.9,66.9,2.8
1675,2021,4,"TN","Final",688570.64,7095040,3524975,9.71,2021-04-01,114.3,11318,60.4,57.4,5
1676,2021,4,"TX","Final",3016599.3,31813373,13663553,9.48,2021-04-01,114.3,11318,63.4,59.5,6.2
1677,2021,4,"UT","Final",184541.31,2308891.3,1323126,7.99,2021-04-01,114.3,11318,68,65.9,3
1678,2021,4,"VA","Final",697523.21,8627667.8,3987509,8.08,2021-04-01,114.3,11318,63.6,60.8,4.4
1679,2021,4,"VT","Final",65290.2,403983.08,378647,16.16,2021-04-01,114.3,11318,62.4,59.8,4.2
1680,2021,4,"WA","Final",605194.24,7005745.9,3631880,8.64,2021-04-01,114.3,11318,62.8,59.2,5.7
1681,2021,4,"WI","Final",543332.37,5094840,3140955,10.66,2021-04-01,114.3,11318,66.3,63.5,4.3
1682,2021,4,"WV","Final",213626.57,2458411.2,1023495,8.69,2021-04-01,114.3,11318,53.8,50.7,5.7
1683,2021,4,"WY","Final",99827.96,1246145.3,347473,8.01,2021-04-01,114.3,11318,64.1,60.9,5
1684,2021,3,"AK","Final",107014.52,544335.55,348139,19.66,2021-03-01,113.6,11351,64.2,59.7,7
1685,2021,3,"AL","Final",665145.48,6634892.7,2684779,10.03,2021-03-01,113.6,11351,56.7,54.5,3.8
1686,2021,3,"AR","Final",327356.31,3837479.5,1708287,8.53,2021-03-01,113.6,11351,56.6,53.9,4.7
1687,2021,3,"AZ","Final",530332.46,5390503.5,3283246,9.84,2021-03-01,113.6,11351,61.5,57.7,6
1688,2021,3,"CA","Final",3795004.6,21151142,16231952,17.94,2021-03-01,113.6,11351,60.6,55.5,8.4
1689,2021,3,"CO","Final",453832.12,4457212.1,2834657,10.18,2021-03-01,113.6,11351,67.9,63.7,6.2
1690,2021,3,"CT","Final",413417.88,2165249.1,1686231,19.09,2021-03-01,113.6,11351,61.8,57.4,7
1691,2021,3,"DC","Final",91150.25,748928.2,323345,12.17,2021-03-01,113.6,11351,68.3,63.6,7
1692,2021,3,"DE","Final",93495.5,900241.47,510458,10.39,2021-03-01,113.6,11351,61.5,57.9,5.9
1693,2021,3,"FL","Final",1856208.8,17989946,11285445,10.32,2021-03-01,113.6,11351,57.7,54.6,5.4
1694,2021,3,"GA","Final",989594.42,10418330,5179547,9.5,2021-03-01,113.6,11351,61.7,59,4.4
1695,2021,3,"HI","Final",210402.56,704368.84,503522,29.87,2021-03-01,113.6,11351,60.2,55.1,8.4
1696,2021,3,"IA","Final",338554.5,4302405.8,1671086,7.87,2021-03-01,113.6,11351,66.8,64,4.3
1697,2021,3,"ID","Final",147830.69,1846089,945269,8.01,2021-03-01,113.6,11351,63,60.5,4
1698,2021,3,"IL","Final",1054447.4,10395072,5993963,10.14,2021-03-01,113.6,11351,62.5,58.2,6.8
1699,2021,3,"IN","Final",789203.82,7916359.6,3324519,9.97,2021-03-01,113.6,11351,63,60.2,4.5
1700,2021,3,"KS","Final",303370.84,2939579.8,1555391,10.32,2021-03-01,113.6,11351,66.6,64.2,3.7
1701,2021,3,"KY","Final",503669.35,5839964.8,2350851,8.62,2021-03-01,113.6,11351,56.8,54.2,4.6
1702,2021,3,"LA","Final",573415.46,6960760.9,2534212,8.24,2021-03-01,113.6,11351,57.7,53.9,6.6
1703,2021,3,"MA","Final",755173.29,4005515.2,3294208,18.85,2021-03-01,113.6,11351,65,61,6.2
1704,2021,3,"MD","Final",517313.01,4611308,2659275,11.22,2021-03-01,113.6,11351,64.9,61,6.1
1705,2021,3,"ME","Final",136391.16,998574.18,837150,13.66,2021-03-01,113.6,11351,60.5,57.5,4.9
1706,2021,3,"MI","Final",983288.92,7859754.4,5013898,12.51,2021-03-01,113.6,11351,59.1,55.4,6.2
1707,2021,3,"MN","Final",562973.59,5466050,2805740,10.3,2021-03-01,113.6,11351,67.8,65.1,4.1
1708,2021,3,"MO","Final",521130.38,5902208.8,3259415,8.83,2021-03-01,113.6,11351,62.6,59.7,4.8
1709,2021,3,"MS","Final",350306.62,3755193.2,1602830,9.33,2021-03-01,113.6,11351,55.1,51.7,6.2
1710,2021,3,"MT","Final",120243.99,1291637.6,651322,9.31,2021-03-01,113.6,11351,62.3,59.9,3.8
1711,2021,3,"NC","Final",942760.49,10052073,5498985,9.38,2021-03-01,113.6,11351,58.8,55.6,5.4
1712,2021,3,"ND","Final",163840.8,1942768.5,476593,8.43,2021-03-01,113.6,11351,68.4,66,3.6
1713,2021,3,"NE","Final",216560.56,2532497,1083798,8.55,2021-03-01,113.6,11351,69.2,67.2,2.9
1714,2021,3,"NH","Final",153473.44,898941.23,749528,17.07,2021-03-01,113.6,11351,66,63.3,4
1715,2021,3,"NJ","Final",760696.5,5666377,4083547,13.42,2021-03-01,113.6,11351,62.9,58.3,7.2
1716,2021,3,"NM","Final",179881.9,1902808.2,1067403,9.45,2021-03-01,113.6,11351,56.2,51.7,8
1717,2021,3,"NV","Final",207034.29,2644868.2,1417036,7.83,2021-03-01,113.6,11351,60.5,55.7,8
1718,2021,3,"NY","Final",1667845.5,11097668,8408971,15.03,2021-03-01,113.6,11351,59.2,54.4,8.1
1719,2021,3,"OH","Final",1094448.3,11642329,5704208,9.4,2021-03-01,113.6,11351,61.3,57.8,5.8
1720,2021,3,"OK","Final",299274.93,4697382.2,2132546,6.37,2021-03-01,113.6,11351,61.2,58.3,4.8
1721,2021,3,"OR","Final",412428.12,4628563.3,2068199,8.91,2021-03-01,113.6,11351,62.2,58.4,6.1
1722,2021,3,"PA","Final",1122578.4,11746428,6222084,9.56,2021-03-01,113.6,11351,61.7,57.5,6.8
1723,2021,3,"RI","Final",113286.24,593989.8,501484,19.07,2021-03-01,113.6,11351,63.8,59.8,6.2
1724,2021,3,"SC","Final",574991.72,5776711.5,2823602,9.95,2021-03-01,113.6,11351,57.6,55.1,4.3
1725,2021,3,"SD","Final",107270.97,1084132.3,489737,9.89,2021-03-01,113.6,11351,68.8,66.9,2.8
1726,2021,3,"TN","Final",748046.21,7962741.6,3524582,9.39,2021-03-01,113.6,11351,60.4,57.3,5.1
1727,2021,3,"TX","Final",3243619.6,31074095,13620187,10.44,2021-03-01,113.6,11351,63.4,59.3,6.4
1728,2021,3,"UT","Final",195944.39,2449614,1317733,8,2021-03-01,113.6,11351,68,65.8,3.1
1729,2021,3,"VA","Final",872970.41,9632076.7,3987239,9.06,2021-03-01,113.6,11351,63.5,60.6,4.5
1730,2021,3,"VT","Final",73249.87,457307.66,378254,16.02,2021-03-01,113.6,11351,62.3,59.6,4.4
1731,2021,3,"WA","Final",714649.32,8155550.9,3648801,8.76,2021-03-01,113.6,11351,62.6,58.9,6
1732,2021,3,"WI","Final",596035.53,5573828,3128865,10.69,2021-03-01,113.6,11351,66.3,63.3,4.4
1733,2021,3,"WV","Final",247479.43,2750684.1,1030432,9,2021-03-01,113.6,11351,53.7,50.5,5.9
1734,2021,3,"WY","Final",112004.18,1348463.3,347379,8.31,2021-03-01,113.6,11351,64.2,60.9,5.2
1735,2021,2,"AK","Final",103193.86,520827.89,347456,19.81,2021-02-01,113.1,9916,64,59.6,7
1736,2021,2,"AL","Final",722938.19,6936703.1,2628895,10.42,2021-02-01,113.1,9916,56.7,54.5,3.9
1737,2021,2,"AR","Final",459656.63,4077787.6,1607148,11.27,2021-02-01,113.1,9916,56.5,53.8,4.8
1738,2021,2,"AZ","Final",503884.01,5005460.9,3281158,10.07,2021-02-01,113.1,9916,61.4,57.6,6.2
1739,2021,2,"CA","Final",2996276.5,16063971,15181113,18.65,2021-02-01,113.1,9916,60.4,55.2,8.6
1740,2021,2,"CO","Final",448263.66,4294839.9,2829129,10.44,2021-02-01,113.1,9916,67.7,63.5,6.3
1741,2021,2,"CT","Final",440342.39,2284375.2,1686405,19.28,2021-02-01,113.1,9916,61.9,57.5,7.1
1742,2021,2,"DC","Final",95555.55,763636.6,322364,12.51,2021-02-01,113.1,9916,68.3,63.4,7.1
1743,2021,2,"DE","Final",99528.23,946269.37,509431,10.52,2021-02-01,113.1,9916,61.4,57.8,5.8
1744,2021,2,"FL","Final",1834901.7,17135121,11005669,10.71,2021-02-01,113.1,9916,57.6,54.4,5.6
1745,2021,2,"GA","Final",1092071.5,10765371,5085435,10.14,2021-02-01,113.1,9916,61.8,58.9,4.6
1746,2021,2,"HI","Final",185326.05,624712.54,503063,29.67,2021-02-01,113.1,9916,60.1,54.6,9.1
1747,2021,2,"IA","Final",397463.65,4454781.9,1666131,8.92,2021-02-01,113.1,9916,66.6,63.8,4.2
1748,2021,2,"ID","Final",150934.41,1899245.9,942492,7.95,2021-02-01,113.1,9916,63.1,60.5,4.1
1749,2021,2,"IL","Final",1111796.5,11244242,5994235,9.89,2021-02-01,113.1,9916,62.3,58,7
1750,2021,2,"IN","Final",874697.11,8490812.4,3319074,10.3,2021-02-01,113.1,9916,63.1,60.2,4.6
1751,2021,2,"KS","Final",347818.4,3367023.4,1536106,10.33,2021-02-01,113.1,9916,66.7,64.1,3.8
1752,2021,2,"KY","Final",573987.09,6401562.7,2344728,8.97,2021-02-01,113.1,9916,56.7,54.1,4.6
1753,2021,2,"LA","Final",578665.91,7203739.5,2313219,8.03,2021-02-01,113.1,9916,57.6,53.7,6.8
1754,2021,2,"MA","Final",804388.31,4231591.9,3254102,19.01,2021-02-01,113.1,9916,65,60.8,6.5
1755,2021,2,"MD","Final",578624.23,5132955.1,2656500,11.27,2021-02-01,113.1,9916,64.9,60.9,6.2
1756,2021,2,"ME","Final",133515.95,955334.63,787426,13.98,2021-02-01,113.1,9916,60.3,57.4,4.7
1757,2021,2,"MI","Final",1009556.2,7853289.6,5001070,12.86,2021-02-01,113.1,9916,59.1,55.4,6.3
1758,2021,2,"MN","Final",571346.31,5437096.4,2793266,10.51,2021-02-01,113.1,9916,68,65.1,4.2
1759,2021,2,"MO","Final",613063.9,7245674.1,3254009,8.46,2021-02-01,113.1,9916,62.6,59.6,4.8
1760,2021,2,"MS","Final",370707.87,3845214.8,1510962,9.64,2021-02-01,113.1,9916,55.1,51.6,6.3
1761,2021,2,"MT","Final",125654.69,1367915.9,649558,9.19,2021-02-01,113.1,9916,62.3,59.8,3.9
1762,2021,2,"NC","Final",1057781.3,11306527,5425757,9.36,2021-02-01,113.1,9916,58.8,55.6,5.5
1763,2021,2,"ND","Final",173059.6,2031944,475545,8.52,2021-02-01,113.1,9916,68.4,65.8,3.8
1764,2021,2,"NE","Final",251334,2724318,1079114,9.23,2021-02-01,113.1,9916,69.2,67.2,2.9
1765,2021,2,"NH","Final",158420.1,906413.68,748568,17.48,2021-02-01,113.1,9916,66,63.3,4.1
1766,2021,2,"NJ","Final",802887.33,5955790.6,4175549,13.48,2021-02-01,113.1,9916,62.8,58.2,7.3
